expense_id,date,sub_category,amount,vendor,description,payment_method,receipt,approved_by
32,1/9/2018,student_leadership,2401.33,Innotype,,check,false,Derby Moffat
33,4/15/2018,automobiles,1003.45,Jaxbean,curae mauris viverra diam vitae quam suspendisse,check,true,Lottie Plevey
34,9/9/2018,utilities,5312.87,Flipbug,quam suspendisse potenti nullam porttitor lacus at turpis donec,check,false,Gaven Puckring
35,4/16/2018,crm_expenses,309.94,Oodoo,id ligula suspendisse ornare consequat lectus in est risus auctor,check,true,Mathilda Pallent
36,3/10/2018,crm_expenses,5922.78,Eayo,et ultrices posuere cubilia curae nulla dapibus,cash,true,Micah Howieson
37,12/9/2018,faith_education,5924.92,Voonte,,cash,true,Walt Dutson
38,6/28/2018,comm_life,5199.7,Tagchat,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,credit card,false,Sadye Kee
39,4/2/2018,crm_expenses,2454.18,Yodel,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,check,true,Stu Ferreras
40,7/8/2018,student_leadership,6193.64,Tambee,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,credit card,true,Merrill Sacks
41,7/10/2018,liturgy_music,6751.16,Trupe,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,check,true,Godwin Challice
42,1/2/2018,retreats,8966.27,Lazz,a odio in hac habitasse platea dictumst maecenas,cash,true,Carson Noni
43,11/19/2018,retreats,4272.6,Meetz,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,check,true,Sarine Eilhermann
44,11/6/2018,faith_education,5024.12,Skidoo,,cash,true,Anette Wharlton
45,4/5/2018,student_leadership,298.77,Zooveo,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,check,true,Humbert Palk
46,2/10/2018,utilities,6704.95,Topdrive,in blandit ultrices enim lorem ipsum,check,false,Alwin Scuse
47,6/25/2018,crm_expenses,6779.48,Mymm,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,check,true,Sunny Abbet
48,5/13/2018,retreats,3906.5,Youfeed,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,credit card,false,Lyndsay Cason
49,10/23/2018,crm_expenses,2961.14,LiveZ,vivamus vestibulum sagittis sapien cum,cash,true,Marin Eisikowitch
50,1/3/2018,retreats,3946.65,Devbug,lobortis vel dapibus at diam nam tristique,credit card,false,Ebba Korting
51,7/22/2018,utilities,9126.16,Linkbuzz,posuere felis sed lacus morbi sem mauris,check,true,Kally Haslum
52,1/4/2018,building_management,7371.59,Photojam,blandit nam nulla integer pede justo lacinia eget,credit card,false,Cordie Nayer
53,9/27/2018,building_management,9115.21,Thoughtstorm,porta volutpat quam pede lobortis ligula sit,check,true,Sophia Harcus
54,12/30/2018,utilities,3620.93,Kwimbee,,credit card,true,Bernita Brito
55,11/5/2018,outreach,6449.34,Twinder,posuere metus vitae ipsum aliquam non mauris morbi,check,false,Bernardina Dunsire
56,12/14/2018,automobiles,131.96,Zoonder,,credit card,true,Louisa Dmtrovic
57,9/5/2018,outreach,947.0,Pixoboo,eleifend pede libero quis orci,check,true,Bride Seifenmacher
58,5/17/2018,crm_expenses,5534.95,Rhybox,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,check,true,Nathanil Edlestone
59,2/11/2018,outreach,7884.3,Skyvu,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,check,false,Gavin Romney
60,5/9/2018,building_management,1519.56,Wordify,ac tellus semper interdum mauris,credit card,true,Delila McIlheran
61,2/13/2018,outreach,3672.72,Twitterbridge,a ipsum integer a nibh,check,true,Bee Kamiyama
62,5/15/2018,office_administration,326.29,Skalith,mi sit amet lobortis sapien,cash,true,Sharai Gerwood
63,1/13/2018,other,8046.53,Voomm,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,check,true,Langsdon Pattenden
64,8/26/2018,office_administration,577.28,Minyx,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,cash,true,Sheila De Biasio
65,1/17/2018,office_administration,1098.74,Twinte,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,check,false,Izabel Trimbey
66,6/28/2018,liturgy_music,7120.97,Omba,gravida nisi at nibh in hac habitasse platea dictumst,credit card,false,Genevra Krol
67,5/24/2018,office_administration,9760.07,Shuffledrive,,cash,false,Winny Hainning
68,10/4/2018,student_leadership,1597.25,Flipstorm,,cash,true,Casandra Peye
69,1/14/2018,social_justice,6929.02,Jabbercube,vehicula condimentum curabitur in libero ut,cash,false,Millie Pentycross
70,2/14/2018,retreats,4229.81,Flipbug,vulputate elementum nullam varius nulla facilisi,check,false,Maggi Havvock
71,8/27/2018,faith_education,8929.26,Rooxo,,credit card,false,Cody Baszkiewicz
72,5/14/2018,liturgy_music,7746.4,Eare,elit ac nulla sed vel enim sit amet nunc,check,false,Dall Ferrarese
73,4/27/2018,office_administration,3335.02,Cogilith,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,cash,true,Demetris Moncreif
74,9/12/2018,outreach,3047.27,Browseblab,duis ac nibh fusce lacus purus aliquet at feugiat,cash,true,Bernadene Eaglen
75,7/18/2018,other,3487.02,Zoonoodle,id nisl venenatis lacinia aenean sit amet justo,check,false,Cathlene Beston
76,5/27/2018,faith_education,1227.57,Meezzy,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,cash,false,Vaughn Dow
77,2/15/2018,retreats,9394.19,Lazzy,,check,false,Angie Townrow
78,1/31/2018,outreach,4902.68,Yakidoo,,cash,true,Marlie Egentan
79,10/22/2018,utilities,6890.41,Eidel,turpis donec posuere metus vitae,cash,true,Mariel Tarry
80,9/4/2018,building_management,1961.77,Oozz,nulla ultrices aliquet maecenas leo odio condimentum,check,true,Gizela Grafton
81,9/28/2018,faith_education,5564.27,Zoonder,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,check,false,Shaina Washbrook
82,2/7/2018,outreach,4224.63,Meevee,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,credit card,true,Jule Bleckly
83,2/7/2018,utilities,5372.39,Brainbox,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,check,false,Ellsworth Williscroft
84,3/7/2018,comm_life,7465.28,Voonder,,cash,false,Hewe Arkwright
85,2/26/2018,utilities,2552.95,Fivechat,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,credit card,false,Minta Webland
86,6/29/2018,building_management,3128.92,Meevee,in congue etiam justo etiam pretium iaculis justo in hac,check,true,Krystal Bly
87,12/13/2018,office_administration,4207.18,Tazzy,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,check,false,Tye Chittim
88,1/7/2018,crm_expenses,4486.56,Meembee,posuere cubilia curae nulla dapibus dolor vel est donec odio,credit card,false,Antonio Stuchbury
89,7/6/2018,crm_expenses,2790.26,Gigashots,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,credit card,false,Gerard Penvarden
90,11/19/2018,utilities,6760.73,Camimbo,,credit card,true,Bryn Mynott
91,11/11/2018,outreach,9660.26,Buzzster,,check,true,Pierre Ottiwill
92,2/10/2018,student_leadership,6805.67,Rhynyx,at nibh in hac habitasse platea dictumst aliquam augue quam,credit card,true,Amaleta Beddo
93,10/15/2018,faith_education,2252.3,Dablist,in faucibus orci luctus et ultrices posuere,check,false,Heywood Bernhardi
94,10/17/2018,automobiles,8096.38,Tazzy,,credit card,false,Arabelle Sushams
95,7/15/2018,automobiles,308.15,Yadel,,check,true,Heddi Gridley
96,12/15/2018,utilities,4537.36,Roomm,mauris enim leo rhoncus sed vestibulum sit amet,credit card,true,Dalia Alwell
97,8/25/2018,building_management,5755.93,Ailane,neque vestibulum eget vulputate ut,check,false,Witty Arnald
98,12/26/2018,crm_expenses,1931.98,Voolith,nascetur ridiculus mus vivamus vestibulum sagittis sapien,credit card,false,Townie Kelf
99,12/23/2018,retreats,2126.23,Meembee,lacus at turpis donec posuere,check,false,Evangelia Offiler
100,3/2/2018,retreats,4904.97,Wordware,augue vestibulum ante ipsum primis in faucibus orci luctus,credit card,false,Jerald Tomankiewicz
101,12/27/2018,utilities,4157.59,Teklist,lectus vestibulum quam sapien varius ut blandit non,cash,true,Daryle Drever
102,9/13/2018,liturgy_music,6713.63,Riffpedia,elit sodales scelerisque mauris sit amet eros,check,true,Justen Ragbourn
103,8/25/2018,automobiles,1096.71,Yata,enim sit amet nunc viverra dapibus nulla,check,false,Marni McMurtyr
104,12/19/2018,other,7167.14,Shuffledrive,tempus semper est quam pharetra magna ac consequat metus sapien,cash,false,Pammy Millmore
105,4/15/2018,student_leadership,9938.07,Dabvine,,cash,false,Abbey Vannikov
106,2/8/2018,student_leadership,8090.09,Fadeo,in purus eu magna vulputate luctus,cash,true,Olenolin Arzu
107,10/25/2018,faith_education,1632.46,Jaxnation,ac nibh fusce lacus purus aliquet at,credit card,false,Kerstin Kippie
108,6/23/2018,retreats,8204.83,Kanoodle,varius integer ac leo pellentesque ultrices mattis,cash,true,Terry Milland
109,1/28/2018,liturgy_music,5368.41,Twimbo,,check,true,Van Blakeborough
110,11/7/2018,crm_expenses,4137.03,Meejo,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,check,false,Rhys Antoni
111,3/4/2018,faith_education,6493.96,Roombo,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,cash,false,Finn Cesco
112,2/15/2018,building_management,581.21,Livetube,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,credit card,false,Rosanna Bogue
113,12/6/2018,comm_life,7838.36,Flipopia,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,check,false,Court Sugge
114,4/10/2018,office_administration,4518.06,Blogtag,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,check,true,Pat Janatka
115,7/22/2018,social_justice,6463.68,Skinix,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,check,false,Hall Fawbert
116,1/4/2018,building_management,4838.96,Jabbercube,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,credit card,false,Kevan Bambrugh
117,2/2/2018,building_management,3817.83,Kazio,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,cash,true,Frederigo Harback
118,4/24/2018,crm_expenses,8155.06,Fiveclub,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,check,false,Martelle Roxburgh
119,1/7/2018,faith_education,222.94,Fanoodle,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,credit card,false,Tine Graber
120,12/3/2018,faith_education,3393.01,Edgepulse,nibh in hac habitasse platea dictumst,credit card,false,Berenice Lillee
121,8/22/2018,office_administration,5617.79,Skyba,cubilia curae nulla dapibus dolor vel est donec odio,credit card,true,Aila Caseborne
122,3/16/2018,building_management,9176.97,Browsedrive,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,credit card,false,Elene Mongain
123,6/25/2018,retreats,5200.02,Camido,aliquam non mauris morbi non lectus aliquam sit amet diam in,cash,false,Borden Gridon
124,6/11/2018,outreach,4743.53,Twitterbridge,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,credit card,false,Evie Clelle
125,4/4/2018,retreats,6401.92,Gabtune,in blandit ultrices enim lorem,check,true,Robinia Lanchberry
126,7/12/2018,crm_expenses,3506.04,Oyoloo,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,credit card,false,Lannie Normandale
127,8/6/2018,liturgy_music,8116.26,Centidel,venenatis tristique fusce congue diam id ornare,cash,false,Gay Trubshaw
128,1/19/2018,automobiles,31.26,Youspan,,cash,true,Quinta Dunbar
129,2/19/2018,building_management,5597.56,Oyoyo,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,check,true,Tod Ivanonko
130,1/7/2018,building_management,6521.86,Linkbuzz,ridiculus mus vivamus vestibulum sagittis sapien cum sociis,credit card,false,Mortie Jeakins
131,5/1/2018,building_management,9761.72,Yata,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,credit card,false,Cindelyn Avrahamov
132,11/16/2018,student_leadership,9878.28,Kazu,,credit card,true,Lucian Guerreiro
133,5/7/2018,retreats,7573.03,Skyba,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,cash,false,Natassia Fessier
134,5/19/2018,office_administration,2280.28,Flashpoint,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,check,true,Jody Winterbourne
135,3/28/2018,liturgy_music,1403.67,Kazu,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,cash,false,Tiffy Maber
136,8/1/2018,retreats,5871.35,Plajo,,credit card,true,Layton Grafton
137,6/5/2018,building_management,7630.87,Skibox,,cash,true,Wes Camin
138,4/22/2018,retreats,9153.37,Kamba,elementum nullam varius nulla facilisi cras non velit nec nisi,check,true,Baird Le Ball
139,9/8/2018,crm_expenses,5401.79,Thoughtblab,donec ut mauris eget massa tempor convallis nulla,cash,false,Samson Yukhnevich
140,10/25/2018,liturgy_music,370.56,Quatz,nisi eu orci mauris lacinia sapien,check,false,Denni Paoletti
141,6/16/2018,automobiles,4169.06,Realblab,,cash,true,Hanny Tivolier
142,1/26/2018,crm_expenses,1111.35,Centidel,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,cash,true,Blondie Elcomb
143,6/6/2018,automobiles,8864.88,Viva,blandit nam nulla integer pede,credit card,false,Joshuah Stollhofer
144,12/16/2018,utilities,3720.56,Devpulse,maecenas rhoncus aliquam lacus morbi,cash,true,Kelli Cathery
145,10/3/2018,retreats,3475.38,Flashspan,,check,true,Velvet Goodbarne
146,5/19/2018,faith_education,7607.26,Voonix,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,credit card,true,Gan McClary
147,11/24/2018,liturgy_music,5282.94,Thoughtworks,consequat metus sapien ut nunc vestibulum,check,false,Luca Newcom
148,11/11/2018,faith_education,1024.84,Eimbee,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,check,true,Adrienne Adlington
149,5/10/2018,comm_life,2231.91,Mudo,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,credit card,false,Aura Salasar
150,8/29/2018,crm_expenses,4693.78,Mybuzz,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,check,false,Matteo Ledwith
151,2/12/2018,automobiles,4299.99,Skidoo,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,check,false,Lanie Ghidotti
152,11/3/2018,office_administration,8956.4,Tagtune,etiam justo etiam pretium iaculis justo in hac habitasse,cash,true,Abie Caudrelier
153,5/29/2018,social_justice,9606.82,Topicware,nibh in quis justo maecenas,cash,true,Kaycee Ferriday
154,10/17/2018,retreats,6616.68,Jabbercube,lacus at turpis donec posuere metus vitae ipsum aliquam,credit card,false,Lisette Hoys
155,9/11/2018,liturgy_music,5977.8,Topicshots,neque sapien placerat ante nulla,cash,true,Reeba Abraham
156,5/12/2018,other,7935.95,Photojam,non quam nec dui luctus rutrum,cash,false,Hulda Alcott
157,5/27/2018,outreach,7949.44,Mydo,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,check,true,Gianni Donn
158,6/29/2018,social_justice,9145.51,Browsetype,sagittis sapien cum sociis natoque penatibus et magnis,credit card,true,Samuel Lindholm
159,7/10/2018,comm_life,1112.56,Feedfish,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,cash,false,Cornall Danbury
160,5/26/2018,outreach,8311.34,Gabcube,,credit card,true,Fulton McGhie
161,3/7/2018,liturgy_music,4516.16,Skidoo,,check,false,Emlen Filochov
162,1/23/2018,outreach,6899.53,Izio,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,credit card,true,Rossie Peake
163,4/16/2018,crm_expenses,1469.88,Chatterpoint,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,credit card,false,Florina Oakden
164,7/6/2018,automobiles,9157.98,Cogidoo,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,cash,true,Jenda Fownes
165,9/10/2018,utilities,7478.98,Vipe,curae nulla dapibus dolor vel,cash,true,Sax O'Ferris
166,7/28/2018,liturgy_music,3252.87,Skiptube,turpis eget elit sodales scelerisque mauris,credit card,false,Cletis Jeannon
167,8/18/2018,social_justice,9878.34,Oozz,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,cash,true,Ado Beden
168,7/30/2018,liturgy_music,9998.41,Kare,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,credit card,false,Ambur Pedrazzi
169,2/1/2018,office_administration,6000.22,Wikido,,cash,false,Keeley Eyrl
170,5/24/2018,crm_expenses,4901.34,Shuffledrive,nulla neque libero convallis eget eleifend luctus ultricies eu nibh,credit card,false,Torey Bagguley
171,8/15/2018,social_justice,2787.0,Eazzy,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,check,true,Andres Amorts
172,6/23/2018,faith_education,4040.37,Rhynyx,nisi volutpat eleifend donec ut dolor morbi,check,true,Jody Cicconetti
173,8/31/2018,social_justice,5284.44,Blogtag,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,credit card,false,Vanna Prazer
174,3/24/2018,faith_education,5858.67,Mydeo,quis orci nullam molestie nibh in lectus,check,false,Derrek O'Hagirtie
175,9/28/2018,outreach,5475.7,Podcat,in hac habitasse platea dictumst etiam faucibus cursus,check,false,Nomi Gerraty
176,3/7/2018,faith_education,5661.21,Wordware,,cash,false,Stephen Vasile
177,11/5/2018,liturgy_music,7673.3,Linktype,,cash,false,Saxon Longfield
178,9/18/2018,utilities,4911.91,Quatz,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,check,false,Andrus Causer
179,12/4/2018,office_administration,3470.62,Wordtune,hendrerit at vulputate vitae nisl,cash,false,Ame Fike
180,5/16/2018,faith_education,759.07,Centimia,et commodo vulputate justo in blandit ultrices enim,credit card,true,Benoit Corney
181,6/29/2018,comm_life,8009.19,Skiptube,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,check,false,Anna Liebmann
182,12/3/2018,building_management,6874.33,Mynte,massa id lobortis convallis tortor risus dapibus augue vel,check,false,Opal Hanrott
183,8/1/2018,building_management,3821.33,Yombu,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,credit card,true,Evelina Richmont
184,3/30/2018,retreats,8756.7,Pixope,,credit card,true,Reese Dodwell
185,5/30/2018,student_leadership,6418.67,Eabox,,cash,true,Zebedee Delbergue
186,5/6/2018,outreach,7087.0,Browsedrive,augue luctus tincidunt nulla mollis,cash,false,Law Jedraszek
187,4/14/2018,automobiles,4722.93,Kazu,dictumst morbi vestibulum velit id,cash,false,Gilles Saleway
188,3/26/2018,building_management,1532.0,InnoZ,nisi nam ultrices libero non mattis pulvinar nulla,cash,false,Louis Brittan
189,7/7/2018,liturgy_music,5703.24,Babblestorm,luctus tincidunt nulla mollis molestie lorem quisque ut erat,cash,true,Agosto Filkin
190,4/11/2018,building_management,830.81,Zoombeat,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,credit card,false,Eduardo Mooney
191,6/16/2018,liturgy_music,4522.18,Flipopia,ac tellus semper interdum mauris,check,true,Prudi Maycock
192,10/23/2018,utilities,6618.43,Midel,lectus vestibulum quam sapien varius ut blandit non interdum in ante,credit card,true,Art Kernocke
193,9/9/2018,outreach,8775.31,Latz,viverra dapibus nulla suscipit ligula in lacus curabitur at,cash,true,Gill MacCallam
194,4/28/2018,crm_expenses,3558.61,Jaxworks,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,check,false,Leonie Duesbury
195,10/25/2018,building_management,1540.9,Zoomdog,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,check,true,Gilemette Bruckental
196,6/7/2018,other,7872.23,Mynte,pellentesque volutpat dui maecenas tristique est et,cash,true,Darci Camies
197,12/1/2018,automobiles,8667.41,Zazio,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,credit card,true,Wyatt Keems
198,2/26/2018,other,2787.95,Oyoloo,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,credit card,true,Jocelin Rosenblath
199,11/9/2018,faith_education,5259.73,Edgewire,neque sapien placerat ante nulla justo,credit card,true,Sherry Tiron
200,4/23/2018,retreats,1988.7,Jaxspan,,check,true,Kelsy Ream
201,10/2/2018,comm_life,5264.81,Roomm,primis in faucibus orci luctus et ultrices posuere cubilia,credit card,false,Isabelle Woolliams
202,12/5/2018,liturgy_music,2401.41,Dynabox,ante ipsum primis in faucibus orci luctus et ultrices,check,true,Devin Swinley
203,3/16/2018,building_management,6050.57,Voonix,nulla nisl nunc nisl duis bibendum felis,check,true,Clerc Stopher
204,1/24/2018,comm_life,3755.14,Devpoint,donec quis orci eget orci,check,true,Jo-anne McKeating
205,4/23/2018,comm_life,6540.21,Edgeclub,elementum nullam varius nulla facilisi,credit card,false,Omar Luter
206,6/4/2018,faith_education,6998.0,Gigazoom,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,cash,false,Wallie Riglar
207,4/22/2018,building_management,6684.15,Edgepulse,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,credit card,false,Jephthah Housego
208,6/8/2018,comm_life,8803.7,Skiptube,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,check,false,Thoma Girard
209,10/8/2018,comm_life,6266.07,Cogibox,in est risus auctor sed tristique in tempus sit amet sem fusce consequat,check,false,Paulie Holdin
210,6/25/2018,utilities,5661.88,Vitz,urna ut tellus nulla ut erat id mauris vulputate,check,false,Carmelina Eastman
211,3/27/2018,faith_education,2320.07,Einti,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,check,true,Drusy Sinclar
212,4/6/2018,building_management,4315.21,Camido,dui vel nisl duis ac nibh fusce lacus purus aliquet,cash,true,Olwen Schwand
213,3/19/2018,automobiles,386.0,Babbleopia,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,check,false,Imelda Loftin
214,10/22/2018,social_justice,3851.06,Kwinu,,credit card,true,Gratia Simonin
215,2/7/2018,crm_expenses,3717.05,Photobug,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,check,false,Nollie Jeskins
216,9/17/2018,retreats,2710.72,Topiczoom,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,check,false,Athene Cawthorne
217,2/24/2018,faith_education,2776.63,Roodel,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,credit card,true,Cletus Westmore
218,11/21/2018,social_justice,6562.06,Wordify,vel nulla eget eros elementum pellentesque quisque,credit card,true,Debor Tapson
219,8/28/2018,faith_education,7079.58,Centizu,erat vestibulum sed magna at nunc,check,false,Carolyn Duchan
220,6/26/2018,faith_education,6045.26,Kaymbo,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,check,true,Orton Peplaw
221,11/23/2018,liturgy_music,6178.47,Yakidoo,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,credit card,false,Carlye Beavan
222,10/12/2018,office_administration,6688.22,Gevee,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,check,true,Vinny Oxtiby
