expense_id,date,sub_category,amount,vendor,description,payment_method,receipt,approved_by
82,7/9/2022,faith_education,5924.48,Kayveo,in quam fringilla rhoncus mauris enim leo,cash,true,Moore Daysh
83,8/20/2022,office_administration,4612.77,Avamba,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,check,false,Consuelo Ferrarese
84,1/7/2022,social_justice,2262.71,Flashpoint,vulputate elementum nullam varius nulla facilisi cras,cash,true,Ruddy Wilby
85,8/13/2022,liturgy_music,6652.5,Fiveclub,posuere nonummy integer non velit donec diam neque vestibulum,credit card,false,Lidia Gilhouley
86,8/22/2022,faith_education,1292.25,Oba,,check,true,Dimitri McPaik
87,5/10/2022,office_administration,3165.13,Skidoo,ridiculus mus vivamus vestibulum sagittis,credit card,true,Myron Deyes
88,8/25/2022,social_justice,4678.99,Innotype,montes nascetur ridiculus mus vivamus vestibulum sagittis,credit card,true,Delinda Rubertis
89,9/12/2022,crm_expenses,3573.1,Oozz,amet eleifend pede libero quis orci nullam,cash,true,Evyn Petriello
90,10/31/2022,student_leadership,8985.61,Skaboo,,credit card,true,Kelley Laws
91,7/11/2022,faith_education,8651.56,Ailane,libero ut massa volutpat convallis morbi odio odio elementum eu,cash,true,Wilek Newbegin
92,1/12/2022,utilities,4385.59,Realfire,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,credit card,true,Derrik Donaldson
93,1/5/2022,utilities,953.85,Bubblebox,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,cash,true,Dollie Blondelle
94,9/11/2022,faith_education,2629.48,Wikido,curabitur convallis duis consequat dui nec nisi,cash,true,Cornie Hallett
95,4/17/2022,liturgy_music,3228.53,Quatz,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,check,true,Powell Marris
96,1/5/2022,comm_life,3603.7,Ntags,eleifend quam a odio in hac habitasse,cash,true,Tremaine Itshak
97,2/23/2022,automobiles,5213.71,Meedoo,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,check,true,Benny Kolin
98,12/17/2022,comm_life,5513.73,Leexo,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,check,true,Biron Dorman
99,5/3/2022,social_justice,693.6,Oba,sed magna at nunc commodo,check,true,Tildi Sherburn
100,5/9/2022,retreats,9186.48,Avamba,,credit card,true,Bogart Charle
101,9/6/2022,other,6243.38,Livetube,in quis justo maecenas rhoncus aliquam lacus,cash,false,Robert Kitteman
102,11/17/2022,social_justice,7639.84,Meevee,ut mauris eget massa tempor convallis nulla neque,check,false,Dari Seman
103,8/28/2022,automobiles,7544.52,Meembee,sapien arcu sed augue aliquam erat,check,false,Hedda Ferreri
104,2/11/2022,student_leadership,8596.67,Dabjam,amet cursus id turpis integer,check,true,Billy Greader
105,4/22/2022,automobiles,8730.91,Realblab,ante ipsum primis in faucibus orci luctus et,check,false,Ilario Prendiville
106,6/20/2022,liturgy_music,4756.93,Jabberstorm,potenti cras in purus eu magna vulputate luctus cum sociis natoque,credit card,false,Fredek Maestrini
107,11/15/2022,automobiles,7035.59,Youfeed,maecenas leo odio condimentum id luctus nec molestie sed justo,check,true,Akim Wyndham
108,4/28/2022,other,1754.08,Quimba,lobortis est phasellus sit amet,check,true,Shannon Shoebotham
109,3/1/2022,outreach,7623.82,Cogilith,gravida nisi at nibh in hac habitasse platea,cash,false,Gael Pottes
110,10/26/2022,building_management,7027.71,Leexo,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,credit card,false,Chrisse Roze
111,12/10/2022,social_justice,8070.5,Topdrive,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,check,false,Myca Emm
112,12/6/2022,comm_life,4887.05,Aimbo,orci nullam molestie nibh in lectus pellentesque at nulla,credit card,false,Lester Foskew
113,6/6/2022,comm_life,6222.8,Meembee,vel accumsan tellus nisi eu,check,true,Crissie Philipson
114,2/1/2022,building_management,5489.31,Yodoo,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,cash,false,Taddeusz Izac
115,11/14/2022,student_leadership,439.92,Rhybox,erat tortor sollicitudin mi sit amet,cash,false,Hershel De Robertis
116,5/29/2022,crm_expenses,5851.68,Ooba,,cash,true,Ashlan Franies
117,5/20/2022,liturgy_music,8645.32,Jabbersphere,,credit card,false,Tanya Popplestone
118,4/28/2022,crm_expenses,3775.57,Babblestorm,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,check,false,Nicol Schubert
119,12/6/2022,outreach,6231.87,Brightdog,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,cash,true,Othilia Grove
120,2/6/2022,liturgy_music,6549.9,Skinder,donec odio justo sollicitudin ut suscipit,credit card,false,Sunny Rattrie
121,4/30/2022,office_administration,7177.1,Linkbridge,lobortis vel dapibus at diam,check,false,Catlin Rowaszkiewicz
122,5/28/2022,utilities,6719.63,Oyoba,,cash,false,Alika Greste
123,10/31/2022,utilities,5944.55,Buzzster,ut dolor morbi vel lectus in quam fringilla,check,false,Orelie MacTrusty
124,8/20/2022,office_administration,9432.21,Mycat,in faucibus orci luctus et ultrices,credit card,true,Ollie Tassell
125,6/20/2022,retreats,4267.16,Browsetype,consequat nulla nisl nunc nisl duis bibendum,cash,false,Clem Bryant
126,3/29/2022,outreach,6123.27,Voomm,est donec odio justo sollicitudin ut,check,true,Kirstin Bick
127,5/6/2022,crm_expenses,2938.9,Thoughtbeat,,credit card,false,Petronella Ruzicka
128,9/7/2022,liturgy_music,1003.93,Dabtype,faucibus orci luctus et ultrices posuere,cash,true,Catlin Boarleyson
129,11/2/2022,crm_expenses,3103.7,Voomm,sed interdum venenatis turpis enim,cash,true,Randi Toyne
130,7/1/2022,automobiles,2449.15,Jayo,amet eleifend pede libero quis orci nullam molestie nibh in,cash,true,Brockie Valenti
131,11/8/2022,other,9736.27,Browsecat,penatibus et magnis dis parturient montes,cash,true,Frankie Hatton
132,9/26/2022,comm_life,4524.0,Midel,quam fringilla rhoncus mauris enim,check,true,Teresa Regis
133,10/9/2022,social_justice,453.38,Avavee,aliquam erat volutpat in congue etiam justo etiam pretium iaculis,credit card,false,Hana Clingan
134,12/19/2022,liturgy_music,6385.1,Quamba,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,cash,false,Stesha Oliveto
135,3/3/2022,crm_expenses,3821.98,Zoomlounge,donec diam neque vestibulum eget,credit card,false,Misha Parrish
136,1/31/2022,outreach,704.82,Mudo,eu orci mauris lacinia sapien,cash,true,Ted Cottingham
137,2/15/2022,crm_expenses,9222.48,Dabjam,convallis duis consequat dui nec nisi volutpat eleifend,check,false,Wandis Houlson
138,5/11/2022,crm_expenses,9962.61,Shuffletag,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,check,true,Gav Guitel
139,5/10/2022,liturgy_music,5711.53,Voomm,luctus et ultrices posuere cubilia,check,true,Chauncey Godrich
140,7/26/2022,outreach,6207.78,Jatri,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,cash,true,Evvie Pettis
141,4/19/2022,faith_education,7331.94,Trilia,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,cash,true,Pearline Poxton
142,12/20/2022,automobiles,5477.17,Demimbu,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,cash,true,Kippy Jest
143,7/21/2022,outreach,3768.63,Dynabox,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,cash,true,Aluin Houdmont
144,8/1/2022,liturgy_music,9664.98,Youbridge,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,credit card,true,Eli Birkenhead
145,9/27/2022,crm_expenses,6233.48,Jabbersphere,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,credit card,false,Lester Toller
146,2/1/2022,other,8981.61,Leexo,erat curabitur gravida nisi at nibh in hac,credit card,true,Adi Gobeaux
147,9/21/2022,office_administration,5964.95,Realmix,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,cash,true,Solomon Bendon
148,10/22/2022,office_administration,8878.36,Fiveclub,donec dapibus duis at velit eu,cash,true,Buckie Loram
149,4/19/2022,building_management,4164.12,Reallinks,sit amet erat nulla tempus vivamus in felis eu sapien cursus,check,false,Fabiano Roostan
150,3/9/2022,automobiles,9088.26,Innotype,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,cash,false,Ingeberg Jelley
151,1/12/2022,retreats,6201.21,Gigabox,proin at turpis a pede posuere nonummy,cash,true,Lynn Pasek
152,5/13/2022,outreach,2291.84,Livetube,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,credit card,false,Van McLurg
153,10/19/2022,faith_education,7777.77,Feedfish,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,check,true,Jeannette Van Ross
154,10/22/2022,social_justice,2420.39,Oyope,quis lectus suspendisse potenti in eleifend,cash,false,Agnella Trower
155,5/25/2022,retreats,4247.74,Einti,placerat praesent blandit nam nulla integer pede justo lacinia eget,cash,false,Milo Martini
156,10/22/2022,crm_expenses,5625.09,Centidel,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,check,true,Quint Bailess
157,10/13/2022,comm_life,7763.63,Feedfish,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,check,true,Tymon Harwick
158,6/20/2022,faith_education,8786.57,Jetwire,a libero nam dui proin leo odio porttitor id consequat in,cash,false,Jobey Henzer
159,5/25/2022,other,5691.26,Topicshots,a odio in hac habitasse platea,credit card,false,Celina Kelso
160,1/9/2022,building_management,2400.94,Kayveo,eu mi nulla ac enim in,check,true,Nan Elgey
161,11/12/2022,outreach,3000.88,Yoveo,auctor gravida sem praesent id massa,credit card,false,Lorna Aucott
162,1/3/2022,social_justice,4460.25,Babbleopia,eu magna vulputate luctus cum sociis natoque penatibus et magnis,check,true,Dinny Shankland
163,4/26/2022,office_administration,3301.49,Edgewire,massa donec dapibus duis at velit eu,cash,false,Ashien Hackleton
164,12/5/2022,utilities,9273.77,Geba,nunc donec quis orci eget orci vehicula condimentum curabitur,credit card,true,Quill Freschi
165,1/25/2022,faith_education,9680.57,Dablist,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,cash,false,Rriocard Dible
166,12/21/2022,faith_education,530.86,Divavu,,credit card,false,Brittaney Batie
167,5/11/2022,comm_life,2866.14,Oozz,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,cash,false,Tamarra Walas
168,2/26/2022,office_administration,7923.43,InnoZ,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,cash,true,Innis Conti
169,12/3/2022,student_leadership,2991.34,Zava,,cash,true,Cynthie Pember
170,2/5/2022,office_administration,5572.25,Latz,faucibus accumsan odio curabitur convallis duis consequat dui,credit card,true,Dud Brattell
171,9/24/2022,other,2118.49,Topicware,,check,true,Mala Heartfield
172,12/5/2022,social_justice,7006.81,Voolith,,cash,false,Neda Spykins
173,2/19/2022,comm_life,5340.08,Blogtags,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,cash,false,Angelika Tatlowe
174,1/23/2022,office_administration,4683.35,Snaptags,,credit card,true,Natasha Clancy
175,6/23/2022,comm_life,438.08,Roomm,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,cash,true,Tiphany Duetschens
176,9/25/2022,crm_expenses,8620.48,Ooba,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,cash,false,Osbourne Glascott
177,11/4/2022,social_justice,7497.61,Edgepulse,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,credit card,true,Thorvald Stanford
178,10/30/2022,other,4024.15,Thoughtbridge,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,credit card,false,Gordan Quarton
179,10/23/2022,student_leadership,691.74,Babbleopia,tortor id nulla ultrices aliquet maecenas,cash,true,Burch Bolger
180,2/24/2022,building_management,5621.99,Topdrive,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,check,true,Gardy Kamiyama
181,1/17/2022,liturgy_music,8802.58,Thoughtblab,est risus auctor sed tristique in,cash,false,Philipa Canet
182,12/1/2022,other,387.71,Plajo,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,cash,true,Dione Treppas
183,10/7/2022,faith_education,4159.3,Rhybox,vitae nisl aenean lectus pellentesque eget nunc donec,credit card,true,Myranda Bengoechea
184,3/10/2022,faith_education,4304.19,Gabvine,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,cash,false,Samaria Lomas
185,10/4/2022,retreats,5181.56,Blogtags,,check,true,Ignace Bradshaw
186,6/18/2022,office_administration,7811.68,Voonyx,in blandit ultrices enim lorem ipsum dolor sit amet,cash,true,Robinetta Hutable
187,11/24/2022,liturgy_music,7158.77,Fliptune,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,check,true,Marietta Robardley
188,3/31/2022,retreats,1067.12,Mynte,suspendisse potenti in eleifend quam a odio in,cash,true,Ikey De Ath
189,8/11/2022,liturgy_music,5814.04,Tagtune,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,credit card,true,Karylin Jansson
190,4/15/2022,faith_education,5572.5,Rhyloo,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,check,true,Bartlett MacClure
191,10/6/2022,automobiles,6746.04,Meevee,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,cash,true,Aksel Knights
192,7/14/2022,office_administration,5803.78,Twitterworks,,credit card,false,Marlena Woolhouse
193,5/18/2022,utilities,1522.92,Divape,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,credit card,false,Lorianna Rennock
194,8/1/2022,other,9053.54,Oloo,,credit card,true,Sterling Walewicz
195,7/8/2022,liturgy_music,3748.85,Avavee,,credit card,false,Marion Weitzel
196,9/15/2022,other,4365.33,Browsezoom,massa id lobortis convallis tortor risus dapibus augue,cash,false,Nolly Scutter
197,3/29/2022,building_management,8138.83,Wordware,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,cash,true,Deirdre Sumbler
198,8/13/2022,office_administration,5927.19,Eadel,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,credit card,true,Derrek Pinney
199,10/20/2022,faith_education,5499.38,Innotype,lacinia eget tincidunt eget tempus vel pede morbi porttitor,credit card,true,Alexio Thoumasson
200,9/18/2022,comm_life,7062.75,Jabberbean,,cash,true,Sofia Josowitz
201,4/15/2022,utilities,290.38,Gigashots,ut nunc vestibulum ante ipsum,check,true,Clarita Ixer
202,5/14/2022,student_leadership,4561.06,Vipe,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,credit card,true,Brigitta Cockshoot
203,2/24/2022,automobiles,8885.78,Voomm,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,cash,false,Calida Pickburn
204,6/6/2022,other,6473.34,Realfire,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,credit card,false,Obidiah Gemlbett
205,11/14/2022,faith_education,943.63,Gabvine,dolor quis odio consequat varius integer,credit card,false,Toddie Osboldstone
206,11/21/2022,automobiles,4074.42,Devshare,ultrices phasellus id sapien in sapien iaculis congue,cash,false,Boyce Jery
207,1/20/2022,other,8420.14,Skajo,in lectus pellentesque at nulla suspendisse potenti cras,credit card,true,Barnard Scamel
208,7/31/2022,office_administration,8647.92,Yacero,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,check,false,Nestor Darnborough
209,10/17/2022,faith_education,2779.79,Skinix,ligula suspendisse ornare consequat lectus in,check,false,Bethena Lissandrini
210,1/27/2022,automobiles,632.19,Quatz,,check,true,Jecho Minerdo
211,2/9/2022,automobiles,974.11,Aibox,neque vestibulum eget vulputate ut ultrices vel augue,check,true,Clay Goldster
212,12/14/2022,office_administration,383.62,Thoughtstorm,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,credit card,true,Katharine Robbins
213,7/16/2022,utilities,1179.16,Oloo,vitae mattis nibh ligula nec sem,credit card,false,Zachary Senogles
214,9/4/2022,outreach,7206.82,Kare,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,cash,true,Terri Bourdas
215,12/24/2022,faith_education,2469.18,JumpXS,quis orci eget orci vehicula,check,true,Biddie Mathias
216,12/20/2022,utilities,9688.54,Skaboo,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,credit card,false,Corey Cardew
217,3/21/2022,building_management,4922.5,Muxo,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,check,false,Wood Conman
218,1/9/2022,utilities,6945.77,Kaymbo,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,credit card,false,Renae Breslauer
219,5/28/2022,utilities,2969.52,Skiptube,nec molestie sed justo pellentesque viverra,credit card,true,Kristyn Chopping
220,5/4/2022,crm_expenses,6341.25,Mynte,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,credit card,false,Marilin Wickie
221,1/13/2022,building_management,9312.37,Eidel,volutpat convallis morbi odio odio elementum eu interdum eu,cash,true,Lorettalorna Andric
222,12/2/2022,building_management,3187.44,Vipe,vestibulum rutrum rutrum neque aenean auctor gravida,cash,false,Lenka Jewer
223,6/1/2022,student_leadership,7511.64,Jabberstorm,,cash,false,Shalna Scarre
224,9/28/2022,liturgy_music,6530.14,Voolia,amet turpis elementum ligula vehicula consequat,credit card,true,Konstance Glassman
